   11  403.0017 394.1061    4033     0  2427  1606  
   12  398.1831 396.7450    5498  1465  1876  3622  
   13  402.9376 393.2628    4427  1071  1841  2586  
   14  406.4694 387.9973    4089   338  2426  1663  
   15  402.9557 385.1381    4958   869  1031  3927  
   16  406.5109 382.5410    8243  3285  2068  6175  
   17  408.1463 378.1438    4404  3839  1890  2514  
   18  411.8074 372.3179    7284  2880  2294  4990  
   19  411.1149 374.2647    5665  1619  1853  3812  
   20  412.0768 374.4702    5602    63  2539  3063  
   21  411.5164 372.9997    6498   896  2425  4073  
   22  412.0886 375.2522    7214   716  1800  5414  
   23  411.9664 375.3950    7051   163  1692  5359  
   24  411.4853 376.0965    7854   803  2061  5793  
   25  412.4515 373.9135    8383   529  1716  6667  
   26  410.0000 372.0000    6202  2181  2541  3661  
   27  406.7352 376.3752    5944   258  2262  3682  
   28  408.6971 380.0018    6411   467  2402  4009  
   29  407.5859 378.7383    7389   978  1285  6104  
   30  410.6475 375.6906   12884  5495  2844 10040  
   31  412.3987 373.8370   10776  2108  2373  8403  
   32  411.8175 369.8447    7905  2871  2433  5472  
   33  410.5433 371.3972    7983    78  2155  5828  
   34  409.0053 371.1673    7434   549  2442  4992  
   35  400.4024 368.6004    8879  1445  2013  6866  
   36  407.1983 371.3984   11892  3013  3312  8580  
   37  405.4922 364.6955    8701  3191  1889  6812  
   38  404.5125 361.3268    4796  3905  1646  3150  
   39  405.3586 357.3508    5599   803  1654  3945  
   40  405.2077 354.6849    7666  2067  2011  5655  
   41  404.7620 352.8911    5025  2641  1292  3733  
   42  402.9284 353.5364    5056    31  1531  3525  
   43  402.6073 355.8093    6811  1755  2115  4696  
   44  402.5827 356.4174    6848    37  2113  4735  
   45  398.8308 356.1420    6370   478  2506  3864  
   46  397.3107 356.4547    5310  1060  1921  3389  
   47  399.7012 355.6084    5009   301  2313  2696  
   48  397.7071 358.1643    6496  1487  2324  4172  
   49  396.0292 366.9254    5233  1263  1904  3329  
   50  398.7823 366.5294    5269    36  1962  3307  
   51  401.2394 361.5802    5763   494  1930  3833  
   52  401.3163 361.4295    4602  1161  2873  1729  
   53  404.6473 355.1414    4940   338  2628  2312  
