    3  217.6014 379.3792    6741     0  3048  3693  
    4  211.1185 375.4178    6787    46  1825  4962  
    5  208.7432 373.1889    7361   574  2931  4430  
    6  210.3903 370.6069    7195   166  1608  5587  
    7  216.3994 372.3994   11333  4138  2155  9178  
    8  219.4010 372.7966    9370  1963  2085  7285  
    9  213.6448 370.7664    9370     0  1930  7440  
   10  213.3418 371.2404   10266   896  2006  8260  
   11  214.0501 371.3128    8878  1388  2099  6779  
   12  214.3482 371.4155    7802  1076  2279  5523  
   13  213.9997 371.1672    7554   248  2184  5370  
   14  213.7672 371.4796   10077  2523  2143  7934  
   15  213.7012 371.6863    5893  4184  2640  3253  
   16  213.8819 371.5987    7801  1908  1788  6013  
   17  211.9503 370.5083    6261  1540  2175  4086  
   18  212.8102 371.3151    5945   316  2046  3899  
   19  214.1151 372.1579    6123   178  2061  4062  
   20  213.7178 371.1228    5764   359  1398  4366  
   21  214.1127 371.0112    5472   292  1730  3742  
   22  213.1928 370.9586    4199  1273  1865  2334  
   23  213.2558 370.9039    5364  1165  2314  3050  
   24  214.3720 370.8511    5612   248  2077  3535  
   25  213.8731 371.0165    6242   630  2836  3406  
   26  213.5315 371.8405    6176    66  2391  3785  
   27  213.2282 371.3092    7186  1010  2442  4744  
   28  214.2351 371.8341    5305  1881  2035  3270  
   29  213.4610 373.1364    7545  2240  2985  4560  
   30  210.8146 374.3901    9287  1742  3087  6200  
   31  212.3470 372.4921    6769  2518  2357  4412  
   32  210.9725 371.0926    6872   103  2054  4818  
   33  213.6921 372.1828    6546   326  1773  4773  
   34  214.4961 372.1147    7696  1150  2056  5640  
   35  213.4433 370.9495    7483   213  2689  4794  
   36  213.2430 371.2623    6135  1348  2205  3930  
   37  212.3681 371.2945    6203    68  2294  3909  
   38  213.7954 371.7517    6201     2  1633  4568  
   39  213.9964 372.6180    6893   692  2540  4353  
   40  211.4367 372.7969    9942  3049  1933  8009  
   41  213.6851 372.1864   11285  1343  1481  9804  
   42  211.9847 373.5374    8563  2722  2413  6150  
   43  215.4214 370.6189    6519  2044  2082  4437  
   44  213.7867 371.0721    7518   999  1688  5830  
   45  211.4454 372.8880    7797   279  2569  5228  
   46  213.6661 372.7179    9090  1293  3238  5852  
   47  214.0211 372.3611    6460  2630  2261  4199  
   48  213.1466 371.3847    9080  2620  3009  6071  
   49  213.8895 371.2763   10030   950  3022  7008  
   50  214.6731 371.5596   11215  1185  2450  8765  
   51  212.9078 371.9782    6946  4269  2141  4805  
   52  212.0697 371.6683    8657  1711  1774  6883  
   53  213.3511 372.2078    8021   636  2490  5531  
   54  214.4814 371.8274   10759  2738  2535  8224  
   55  215.8092 371.6092    8016  2743  2328  5688  
   56  216.0141 372.5922    8413   397  1645  6768  
   57  213.7557 372.4342    8838   425  2221  6617  
   58  214.7339 371.7122   12221  3383  3115  9106  
   59  214.3521 371.1704   10129  2092  2075  8054  
   60  216.0763 371.4549    7776  2353  2587  5189  
   61  213.9476 371.0567    5995  1781  2058  3937  
   62  213.3963 371.7666    6653   658  1922  4731  
   63  213.0264 373.1541    8270  1617  2004  6266  
   64  213.9261 371.0178    6853  1417  2136  4717  
   65  212.6863 370.7090    4991  1862  2005  2986  
   66  213.1353 371.5108    8126  3135  2686  5440  
   67  213.8345 371.3852    5888  2238  2226  3662  
   68  213.4706 370.8469    5665   223  1693  3972  
   69  213.0411 372.6834    9474  3809  2285  7189  
   70  212.7502 373.6383    8232  1242  2127  6105  
   71  213.7095 371.0686    8782   550  2746  6036  
   72  214.4321 371.3375    8072   710  2636  5436  
   73  213.8203 371.5460    7914   158  2889  5025  
   74  213.8437 371.8651    6784  1130  1485  5299  
   75  213.0054 371.5022    3740  3044  1851  1889  
   76  212.6656 371.0523    4014   274  2279  1735  
   77  213.9409 370.6764    5083  1069  2189  2894  
   78  213.4953 371.4227    4809   274  1707  3102  
   79  213.5449 371.9451    5610   801  1654  3956  
   80  214.2811 370.7341    5203   407  2489  2714  
   81  214.2695 370.7081    5503   300  2079  3424  
   82  210.5357 371.5086    7841  2338  1349  6492  
   83  212.0102 372.1169    7040   801  2155  4885  
   84  214.1746 370.1110    5641  1399  1390  4251  
   85  214.8632 371.3592    5282   359  1899  3383  
   86  213.7824 369.3041    4947   335  1830  3117  
   87  214.4181 369.9991    4414   533  1473  2941  
   88  215.0433 371.1034    6679  2265  1357  5322  
   89  214.7704 372.6889    6818   139  2495  4323  
   90  214.1988 372.8975    4379  2439  1795  2584  
   91  212.7317 371.0319    4234   145  1666  2568  
   92  212.1992 370.6004    3059  1175  1510  1549  
   93  214.5991 371.7983    2706   353  1397  1309  
   94  213.4065 371.3817    4653  1947  2154  2499  
   95  213.5756 371.5795    6080  1427  2044  4036  
   96  212.8561 370.7473    4170  1910  1799  2371  
   97  214.4676 371.0955    6199  2029  2297  3902  
   98  213.5271 370.5952    6327   128  1913  4414  
   99  213.8232 371.8411    4534  1793  1798  2736  
