    0  262.6384 170.1296    6246     0  2473  3773  
    1  258.9988 169.0029    4396  1850  2269  2127  
    2  262.5989 170.2003    3486   910  3044   442  
    3  270.3291 164.5825   10513  7027  2411  8102  
    4  264.4990 172.0012    5376  5137  2263  3113  
    5  264.3076 163.3236    8031  2655  1923  6108  
    6  258.4944 169.0004    4581  3450  2267  2314  
    7  262.3334 160.5180    8060  3479  3141  4919  
    8  263.3992 157.7983   10040  1980  1786  8254  
    9  261.2430 165.4589    9377   663  2223  7154  
   10  260.4681 164.0705   12079  2702  3464  8615  
   11  259.9355 164.9604   12629   550  2270 10359  
   12  257.6319 166.6618    9262  3367  3299  5963  
   13  256.3651 161.4084    6568  2694  1704  4864  
   14  250.9486 161.4061    6396   172  2410  3986  
   15  247.1361 160.5323    6380    16  2285  4095  
   16  246.6035 158.7530    6102   278  2186  3916  
   17  247.0449 161.2091    7936  1834  2362  5574  
   18  245.3145 160.2398    7951    15  1960  5991  
   19  246.4144 162.9157    8153   202  2157  5996  
   20  246.9584 157.1497    6467  1686  1466  5001  
   21  248.1701 154.8726    6978   511  2023  4955  
   22  254.0434 160.6152    6734   244  2020  4714  
   23  252.1556 163.1329    7236   502  2378  4858  
   24  247.1012 166.4370    7472   236  1896  5576  
   25  249.4884 168.1364    6066  1406  1447  4619  
   26  245.1666 169.6462    6493   427  2333  4160  
   27  240.6145 172.6643    6100   393  1967  4133  
   28  243.4262 172.3929    7446  1346  1694  5752  
   29  241.9159 174.4121    6717   729  1938  4779  
   30  243.6090 175.7665    6786    69  1550  5236  
   31  242.3873 179.3363    5435  1351  2257  3178  
   32  243.7302 175.2538    6831  1396  1723  5108  
   33  239.1264 178.7181    6140   691  1777  4363  
   34  237.9351 185.3167    6438   298  1963  4475  
   35  230.6891 187.3486    4982  1456  1762  3220  
   36  235.7619 187.0321    6074  1092  1976  4098  
   37  237.5950 187.7917    6010    64  2048  3962  
   38  238.5079 189.7833    5830   180  1355  4475  
   39  239.7073 194.0260    5569   261  2005  3564  
   40  240.6751 192.7482    6223   654  1192  5031  
   41  237.4149 193.3380    5250   973  1983  3267  
   42  236.2052 192.3104    6679  1429  1148  5531  
   43  233.6216 187.4484    6722    43  1838  4884  
   44  234.6246 189.0230    5323  1399  1766  3557  
   45  232.7922 190.3302    5432   109  1666  3766  
