   44  471.1256 358.5059    4949     0  1742  3207  
   45  463.1342 353.5651    6757  1808  1690  5067  
   46  463.2355 362.3826    4541  2216  2447  2094  
   47  458.4584 364.0783    4692   151  2264  2428  
   48  458.5239 367.9299    5809  1117  2348  3461  
   49  455.5010 363.0005    5253   556  2096  3157  
   50  454.5007 368.0024    4517   736  1850  2667  
   51  460.1739 372.0304    5938  1421  1631  4307  
   52  462.9748 377.1576    5328   610  2216  3112  
   53  463.6756 378.6771    5672   344  1868  3804  
   54  464.4922 378.7913    4316  1356  1523  2793  
   55  461.8601 379.7947    4421   105  1481  2940  
   56  461.4137 376.9781    4264   157  1447  2817  
   57  460.8365 377.3827    5216   952  1832  3384  
   58  462.5357 374.2275    6662  1446  1552  5110  
   59  462.1064 375.7021    5573  1089  2055  3518  
   60  462.1946 373.6937    5977   404  1959  4018  
   61  466.0887 376.9074    6891   914  2429  4462  
   62  464.6239 380.6103    5714  1177  1359  4355  
   63  462.3300 383.7325    4801   913  1342  3459  
   64  459.9966 384.6130    5520   719  1259  4261  
   65  464.1067 384.1715    6342   822  1209  5133  
   66  463.8271 382.6299    5880   462  2386  3494  
   67  463.6422 385.2624    6020   140  2396  3624  
   68  458.3347 387.0002    4843  1177  1424  3419  
   69  454.5549 390.1430    4570   273  1485  3085  
   70  456.8665 390.9687    4257   313  2050  2207  
   71  460.6494 392.5271    5611  1354  1623  3988  
   72  461.5090 392.9957    4173  1438  1330  2843  
   73  462.2760 394.1381    5446  1273  1805  3641  
   74  466.7851 392.4374    5352    94  3138  2214  
   75  464.7686 392.2385    5018   334  1680  3338  
   76  464.8799 392.6748    5256   238  1297  3959  
   77  465.2674 389.9735    5269    13  1645  3624  
   78  463.1736 388.9922    5780   511  1906  3874  
   79  462.7231 391.1056    5994   214  2024  3970  
   80  463.2749 394.3576    5734   260  2441  3293  
   81  461.9902 399.9945    5060   674  1807  3253  
   82  460.7088 401.8873    5973   913  1856  4117  
   83  458.8631 399.8722    4146  1827  1574  2572  
   84  457.4609 399.0396    4987   841  1308  3679  
   85  460.7465 394.6682    4955    32  1414  3541  
   86  460.8151 393.2047    5499   544  1239  4260  
   87  453.6434 393.2483    3840  1659  1237  2603  
   88  454.3353 391.4286    4988  1148  1673  3315  
   89  452.0613 391.4802    4717   271  1519  3198  
   90  449.2756 387.7059    4432   285  1549  2883  
   91  448.8874 389.3966    5078   646  1899  3179  
   92  446.0672 388.9711    5702   624  2470  3232  
   93  445.1257 390.1684    5122   580  2265  2857  
   94  444.5770 390.5265    4917   205  1130  3787  
   95  445.2820 392.0048    4363   554  1557  2806  
   96  445.1787 392.9194    4786   423  1504  3282  
   97  446.7471 393.5961    5002   216  1961  3041  
   98  447.7996 386.0842    4284   718  1521  2763  
   99  448.3737 382.2992    5411  1127  1970  3441  
