   70  354.5651 57.8501    7731     0  1912  5819  
   71  356.1154 58.4932   10158  2427  3640  6518  
   72  353.9317 58.1030    8232  1926  1644  6588  
   73  353.5744 61.7807    7974   258  2137  5837  
   74  352.6637 62.2323    6443  1531  2045  4398  
   75  350.9114 63.4516    6100   343  1648  4452  
   76  348.2068 62.9675    7791  1691  1528  6263  
   77  348.3274 64.0910    7538   253  1465  6073  
   78  347.6310 66.4169    8974  1436  2126  6848  
   79  347.8244 66.3034    7462  1512  1223  6239  
   80  348.5335 64.5682    8199   737  1875  6324  
   81  348.4192 64.2381    6802  1397  1593  5209  
   82  348.4596 63.5822    8016  1214  2123  5893  
   83  348.1375 61.8268    7608   408  1327  6281  
   84  347.9914 60.1245    6796   812  1806  4990  
   85  348.2951 61.2682    7785   989  1455  6330  
   86  349.3750 62.3836    7339   446  1968  5371  
   87  349.4531 61.6960    7630   291  2307  5323  
   88  349.0079 61.4275    7463   167  1829  5634  
   89  350.5534 62.5162    8784  1321  1456  7328  
   90  352.1859 62.6077    6433  2351  2018  4415  
   91  350.0668 62.3345    8902  2469  1701  7201  
   92  349.6206 61.7003    7208  1694  1748  5460  
   93  349.9847 61.7763    8117   909  1898  6219  
   94  350.3470 61.7154    7578   539  2287  5291  
   95  349.3798 61.4434    7559    19  2651  4908  
   96  348.8295 61.4430    7237   322  1549  5688  
   97  349.5391 62.7026    7019   218  1478  5541  
   98  348.2442 63.2772    8846  1827  1600  7246  
   99  347.6569 63.5008    4732  4114  1609  3123  
