    0  69.2078 173.6114    7253     0  1139  6114  
    1  70.3204 174.5398    6339   914  1513  4826  
    2  65.5694 178.6569    8329  1990  2799  5530  
    3  64.0336 177.7954    6866  1463  1229  5637  
    4  66.0553 175.0501    5357  1509  1467  3890  
    5  58.3873 173.0583    6088   731  2008  4080  
    6  55.8417 174.1679    7763  1675  1225  6538  
    7  57.1742 173.0208    7207   556  2132  5075  
    8  55.5150 174.8726    7561   354  2038  5523  
    9  51.8109 174.3647    5999  1562  1191  4808  
   10  55.2629 169.9336    6757   758  1089  5668  
   11  59.5630 172.4882    5374  1383  1251  4123  
   12  58.9446 174.2755    7225  1851   757  6468  
   13  58.4434 175.7317    7882   657  2263  5619  
   14  54.8409 176.7270    7231   651  1969  5262  
   15  53.1547 177.1718    8140   909  1558  6582  
   16  48.0079 171.9848    5278  2862  1420  3858  
   17  46.1610 172.4528    5970   692  1918  4052  
   18  49.8818 177.1346    9885  3915  1767  8118  
   19  48.9230 176.9668    9985   100  1886  8099  
   20  47.4518 175.0673    8589  1396  1601  6988  
   21  47.6978 173.3190    9229   640  1507  7722  
   22  40.4955 173.4238    4784  4445  1785  2999  
   23  45.0522 167.3900    5222   438  1567  3655  
   24  51.8547 163.5089    4916   306  1442  3474  
   25  55.7260 163.4584    3779  1137  1221  2558  
   26  59.9629 161.2134    4326   547  1098  3228  
   27  61.1251 161.3927    5847  1521  1301  4546  
   28  58.8568 162.4713    4885   962  1261  3624  
   29  63.1383 159.4299    5253   368  1575  3678  
   30  65.2717 159.8445    5928   675  1975  3953  
   31  67.3349 160.6265    5377   551  1813  3564  
   32  67.0418 160.1892    4787   590  1625  3162  
   33  66.0074 159.0187    6343  1556  1212  5131  
   34  59.7401 158.5016    6150   193  1431  4719  
   35  61.8635 158.3632    4703  1447  1740  2963  
   36  64.9073 155.9022    3943   760  1537  2406  
   37  66.3267 150.5775    4260   317  1250  3010  
   38  61.7907 150.9116    4694   434  1534  3160  
   39  58.4105 148.4767    4865   171  1214  3651  
   40  59.4183 148.1139    4726   139  1161  3565  
   41  61.8968 143.0501    5428   702  1652  3776  
   42  63.2354 142.8443    6203   775  1468  4735  
   43  59.8236 146.0871    5434   769  2223  3211  
   44  57.8765 142.8823    8446  3012  1690  6756  
   45  54.7006 141.7327    6727  1719  2277  4450  
   46  56.4543 143.0253    5641  1086  1224  4417  
   47  54.1423 137.4304    6616   975  1161  5455  
   48  52.0414 132.3271    4546  2070  1363  3183  
   49  53.0219 129.0613    6965  2419  2076  4889  
   50  50.3695 136.3470    5252  1713  1687  3565  
   51  51.9761 137.3950    4431   821  1455  2976  
   52  49.7538 138.6553    5822  1391  1569  4253  
