   43  364.4979 228.5729    5648     0  2512  3136  
   44  367.8868 232.9085    4217  1431  2014  2203  
   45  369.5028 228.3246    6365  2148  2640  3725  
   46  374.9318 225.2921    6001   364  1822  4179  
   47  367.2156 228.9667    6608   607  2080  4528  
   48  364.2287 234.9599    5775   833  1900  3875  
   49  365.0562 238.7315    4600  1175  1470  3130  
   50  366.3925 238.8170    5040   440  2262  2778  
   51  363.7542 237.6751    4726   314  1764  2962  
   52  361.5452 239.2972    4846   120  1847  2999  
   53  355.5364 244.5683    5806   960  1716  4090  
   54  358.5318 243.3655    5708    98  1864  3844  
   55  354.8749 241.4201    6146   438  1718  4428  
   56  358.0432 242.4582    4800  1346  2027  2773  
   57  359.4335 247.5325    6279  1479  1455  4824  
   58  358.7018 242.2894    5407   872  1527  3880  
   59  355.9595 242.9956    5896   489  2345  3551  
   60  355.1125 237.5871    7304  1408  1420  5884  
   61  353.3372 238.2226    5727  1577  2183  3544  
   62  354.1708 239.3940    6221   494  1776  4445  
   63  352.4394 239.5880    4987  1234  2064  2923  
   64  353.4543 239.3572    5372   385  1684  3688  
   65  352.1672 239.7378    5464    92  1822  3642  
   66  351.3527 238.9314    4690   774  2239  2451  
   67  352.3604 234.2729    6662  1972  2035  4627  
   68  350.2417 230.5152    6897   235  2749  4148  
   69  350.2131 225.9355    5034  1863  1289  3745  
   70  347.5289 222.3218    5569   535  2122  3447  
   71  346.7733 225.1421    6076   507  1710  4366  
   72  343.4505 224.6622    5915   161  1634  4281  
   73  347.3337 228.5877    6042   127  2505  3537  
   74  348.1711 227.9372    5046   996  2234  2812  
   75  348.4988 231.1142    5773   727  1451  4322  
   76  352.0536 232.1234    6629   856  1296  5333  
   77  353.1110 234.5444    7443   814  1665  5778  
   78  351.7305 234.2753    5747  1696  2844  2903  
   79  351.7567 236.0681    5807    60  1532  4275  
