   62  99.7341 419.7934    6107     0  3015  3092  
   63  96.2246 421.3707    6030    77  1550  4480  
   64  96.8878 419.9701    4202  1828  2244  1958  
   65  96.8016 419.0062    4769   567  2608  2161  
   66  98.0285 414.8715    7119  2350  2428  4691  
   67  100.0030 415.4150    5763  1356  1665  4098  
   68  94.8581 418.7094    3716  2047  2362  1354  
   69  96.5686 420.3768    3946   230  2120  1826  
   70  98.7439 422.0123    5889  1943  2025  3864  
   71  97.9459 421.7806    3652  2237  1688  1964  
   72  101.4911 419.6753    4437   785  2375  2062  
   73  102.2217 419.9173    5285   848  1347  3938  
   74  106.2694 423.3103    4512   773  1588  2924  
   75  108.3708 421.9604    4631   119  1364  3267  
   76  106.1889 421.2654    4300   331  1403  2897  
   77  106.7897 422.3774    3658   642  1529  2129  
   78  105.3994 423.3036    4384   726  1825  2559  
   79  105.3508 424.6353    7081  2697  2638  4443  
   80  105.6131 425.1093    6514   567  1557  4957  
   81  103.7765 424.8324    4810  1704  1528  3282  
   82  102.1178 423.9336    5198   388  1619  3579  
   83  100.2866 420.8941    3895  1303  1593  2302  
   84  97.6441 417.8661    4546   651  1510  3036  
   85  96.5688 417.9386    3310  1236  1901  1409  
   86  94.6628 419.3116    4299   989  2311  1988  
   87  93.3394 421.1296    4005   294  1738  2267  
   88  96.0240 425.5245    4427   422  1882  2545  
   89  95.4700 424.9382    4961   534  1478  3483  
   90  97.6518 425.1919    5451   490   997  4454  
   91  98.6581 428.6128    5055   396  2204  2851  
   92  97.9340 423.2372    4186   869  2686  1500  
   93  97.7355 421.8242    4448   262  2147  2301  
   94  96.8412 421.0377    6129  1681  1882  4247  
   95  96.8054 423.4905    4955  1174  2295  2660  
   96  97.7724 423.4054    4751   204  1310  3441  
   97  96.3793 419.8239    6673  1922  1296  5377  
   98  97.4601 422.4353    5690   983  3596  2094  
   99  97.9995 423.8827    3618  2072  1688  1930  
