   22  178.3236 333.2940    7154     0  3431  3723  
   23  175.6335 328.4960    7026   128  3630  3396  
   24  170.5945 328.0904   10166  3140  2813  7353  
   25  171.1439 335.9804    7109  3057  1589  5520  
   26  173.9209 337.4999    6563   546  2114  4449  
   27  173.6617 337.1285    5950   613  2229  3721  
   28  174.9068 334.5266    6966  1016  2147  4819  
   29  176.0624 326.5240   13958  6992  2483 11475  
   30  174.8199 329.9596   11366  2592  1872  9494  
   31  175.3792 334.4629   10530   836  2009  8521  
   32  178.7679 336.2853   10888   358  2111  8777  
   33  180.8869 337.7412    6523  4365  2638  3885  
   34  178.2998 338.6127    9331  2808  1897  7434  
   35  176.7223 338.0317    9530   199  2371  7159  
   36  176.9972 340.5637   10044   514  1874  8170  
   37  178.2287 337.8667    9115   929  2146  6969  
   38  178.6981 339.3339   10437  1322  2244  8193  
   39  181.4427 342.3543    9958   479  2607  7351  
   40  182.3456 345.2547    9607   351  2910  6697  
   41  182.8071 348.1651    8036  1571  2549  5487  
   42  179.1809 349.8167    8148   112  1941  6207  
   43  181.0107 355.9729    7320   828  2034  5286  
   44  181.6724 357.7430    5372  1948  1842  3530  
   45  186.4740 352.8361    5750   378  1801  3949  
   46  192.8995 349.5241    5511   239  2476  3035  
   47  196.5744 352.9706    4383  1128  3015  1368  
   48  196.0932 357.0362    5590  1207  2803  2787  
   49  201.6383 350.2715    5046   544  2178  2868  
   50  197.8776 349.8819    5181   135  2370  2811  
   51  198.4141 345.1294    6484  1303  2280  4204  
   52  199.4792 345.0103    6124   360  3093  3031  
   53  202.2154 348.0206    5106  1018  2735  2371  
