    6  271.8514 138.6400    5645     0  1642  4003  
    7  274.0057 138.8061    6642   997  1655  4987  
    8  271.7882 136.9611    5654   988  1208  4446  
    9  274.3065 135.6570    6504   850  2623  3881  
   10  275.4219 138.2069    5841   663  2265  3576  
   11  278.8502 133.6817    5340   501  1360  3980  
   12  278.7384 135.4912    6310   970  1745  4565  
   13  280.1195 139.8540    5892   418  2000  3892  
   14  277.9722 142.2591    6679   787  1783  4896  
   15  278.5244 147.6925    5312  1367  2048  3264  
   16  280.7833 147.5426    4776   536  1576  3200  
   17  285.2755 150.5669    6126  1350  1856  4270  
   18  285.3708 147.9251    5768   358  1994  3774  
   19  288.1522 145.5650    6245   477  1170  5075  
   20  287.4307 146.3099    5910   335  2353  3557  
   21  281.6936 150.2460    6608   698  2706  3902  
   22  277.6105 155.2260    5339  1269  2518  2821  
   23  275.5648 152.3248    6298   959  2390  3908  
   24  272.1315 150.2628    4998  1300  1725  3273  
   25  274.9717 153.6897    7227  2229  2225  5002  
   26  275.1418 152.1901    5752  1475  2519  3233  
   27  277.8225 158.2683    5407   345  1446  3961  
   28  278.3528 163.4978    5370    37  1565  3805  
   29  274.7004 154.5623    5890   520  2702  3188  
   30  276.8515 163.9247    3912  1978  1662  2250  
   31  276.8040 164.8977    3983    71  1195  2788  
   32  280.1991 168.3977    2714  1269  1625  1089  
   33  283.0749 171.7172    3229   515  1595  1634  
   34  283.2340 176.2366    3401   172  1816  1585  
   35  288.5005 178.9993    3369    32  1746  1623  
   36  285.8794 177.4105    3541   172  2016  1525  
