   35  436.1801 236.7770    7874     0  1868  6006  
   36  437.7246 244.8854    9823  1949  2108  7715  
   37  438.0668 246.2373    9851    28  2522  7329  
   38  438.5922 243.6192    9472   379  2267  7205  
   39  436.3378 239.6672    9743   271  2580  7163  
   40  434.2281 242.2132    9552   191  2108  7444  
   41  430.8601 244.2736    9789   237  2249  7540  
   42  430.6197 243.5006   10506   717  2376  8130  
   43  432.9712 241.5880   11031   525  1810  9221  
   44  432.6960 241.9077   10293   738  2010  8283  
   45  438.8495 239.8306    8568  1725  2090  6478  
   46  440.3707 236.1317    7482  1086  1745  5737  
   47  445.6359 231.5789    7887   405  2322  5565  
   48  441.9419 229.3998    7218   669  2124  5094  
   49  437.7299 235.3893    7449   231  1995  5454  
   50  439.8431 241.8478    9010  1561  3089  5921  
   51  439.1929 239.2536    8450   560  1561  6889  
   52  439.7611 243.3466    8001   449  1853  6148  
   53  440.5537 247.9844    7799   202  1751  6048  
   54  440.2791 246.6498    9720  1921  1738  7982  
   55  438.8813 246.3522    9721     1  2120  7601  
   56  435.5207 245.1248    9281   440  1679  7602  
   57  430.6031 253.1998   12803  3522  2269 10534  
   58  430.6034 248.7997   11449  1354  2529  8920  
   59  430.4588 242.2298    9701  1748  1591  8110  
   60  432.0678 238.3280    9010   691  1506  7504  
   61  437.3158 237.3701    8447   563  2349  6098  
   62  436.5245 233.2106   10409  1962  1696  8713  
   63  432.3022 235.1766    7890  2519  1918  5972  
   64  434.5815 235.2405    8366   476  1771  6595  
   65  434.2192 231.9358    8439    73  1980  6459  
   66  432.8422 229.6747    8989   550  1325  7664  
   67  436.0980 229.0728    7793  1196  1878  5915  
   68  437.6308 233.7483    9248  1455  2558  6690  
   69  437.2072 233.8092    7977  1271  2549  5428  
   70  433.5791 237.6989    8052    75  2533  5519  
   71  430.1159 238.7487    7234   818  1205  6029  
   72  427.8100 240.4004    7466   232  2361  5105  
   73  428.5513 242.8102    8979  1513  1843  7136  
   74  431.6621 242.1972    7853  1126  1562  6291  
   75  430.1112 244.6807    8559   706  3096  5463  
   76  431.3877 248.7769    8639    80  2767  5872  
   77  427.1512 249.5637    7820   819  1973  5847  
   78  421.8556 247.2255    8025   205  2014  6011  
   79  420.9759 243.2185    8184   159  2026  6158  
   80  428.4906 247.0904    7582   602  1709  5873  
   81  426.0551 248.4873    6946   636  2244  4702  
   82  423.5544 253.7304    6325   621  2530  3795  
   83  426.1800 257.7858    8220  1895  1663  6557  
   84  421.5110 255.0089    7232   988  1678  5554  
   85  423.1389 255.8050    9287  2055  2163  7124  
   86  424.7280 254.9185    8372   915  1505  6867  
   87  425.5390 251.9823    8210   162  2383  5827  
   88  427.1687 252.2527    8880   670  2000  6880  
   89  424.9987 253.6716    8242   638  1847  6395  
   90  422.9202 257.9290    7418   824  2711  4707  
   91  418.6676 251.4400    6271  1147  1719  4552  
   92  417.1102 246.5966    6882   611  1844  5038  
   93  416.9546 247.0054    6535   347  2773  3762  
   94  416.5085 240.9723    7651  1116  1464  6187  
   95  418.0772 232.3534    6914   737  2624  4290  
   96  413.7508 226.8687    6045   869  1268  4777  
   97  420.5301 225.7857    7797  1752  1712  6085  
   98  428.0655 227.0156    8034   237  1663  6371  
   99  423.8816 228.9751    7048   986  1789  5259  
