    0  418.1346 170.0217    6692     0  2874  3818  
    1  417.8635 168.9317    9656  2964  2540  7116  
    2  419.2096 166.4795    8740   916  2187  6553  
    3  418.8838 166.9130    8530   210  3667  4863  
    4  419.0254 167.2386    7092  1438  1866  5226  
    5  416.5121 169.4792    5134  1958  2300  2834  
    6  415.9906 169.9908    4918   216  1570  3348  
    7  413.1726 170.6385    4666   252  1708  2958  
    8  409.7763 174.1870    3489  1177  1417  2072  
    9  410.6811 172.9173    5164  1675  1491  3673  
   10  410.8125 173.9644    4760   404  1634  3126  
   11  411.9936 174.5899    5739   979  2304  3435  
   12  414.8493 169.0957    7445  1706  1788  5657  
   13  411.6131 168.4960    8265   820  1956  6309  
   14  411.5041 167.9935    6721  1544  2250  4471  
   15  409.2715 172.0521    4899  1822  1774  3125  
   16  406.5612 172.9512    5224   325  1687  3537  
   17  410.9653 175.0186    5517   293  2230  3287  
   18  410.5835 176.2336    5488    29  2190  3298  
   19  410.0072 174.8327    5336   152  1932  3404  
   20  408.4160 171.0479    5439   103  1849  3590  
   21  408.0708 171.1941    3866  1573  1405  2461  
   22  413.3816 171.1733    4985  1119  1786  3199  
   23  415.3600 169.3689    5045    60  1506  3539  
   24  411.5218 169.2598    6173  1128  1834  4339  
   25  411.6551 165.4098    6137    36  2796  3341  
   26  410.9421 163.3431    5773   364  2435  3338  
   27  410.5142 165.3594    4946   827  1455  3491  
   28  411.3651 165.5068    5260   314  1830  3430  
   29  412.4531 167.5675    4892   368  1808  3084  
   30  415.4996 169.7964    5041   149  1884  3157  
   31  413.8639 170.9988    5625   584  1365  4260  
   32  415.2805 171.4910    4682   943  1196  3486  
   33  413.3062 167.9077    3633  1049  1559  2074  
   34  415.8971 168.5130    4492   859  1845  2647  
   35  416.4496 167.6687    6104  1612  1489  4615  
   36  416.3305 169.8892    7201  1097  1324  5877  
   37  417.5512 168.3637    7827   626  1784  6043  
   38  411.8122 171.1132    5959  1868  2051  3908  
   39  414.2099 173.1331    4735  1224  2810  1925  
   40  414.7440 170.4480    5847  1112  2506  3341  
   41  414.0835 172.7779    5871    24  1913  3958  
   42  411.7379 174.7314    5627   244  2989  2638  
   43  408.4552 171.9550    5028   599  1889  3139  
   44  406.1425 171.7736    5459   431  1951  3508  
   45  404.7237 174.3085    6798  1339  2395  4403  
   46  406.3682 174.1262    6034   764  2915  3119  
   47  407.1018 176.9032    7791  1757  1920  5871  
   48  410.7259 176.2788    5615  2176  1720  3895  
   49  410.9436 174.1635    6022   407  1222  4800  
   50  411.4171 172.8387    5983    39  1996  3987  
   51  411.0836 169.1826    6342   359  1483  4859  
   52  408.0496 167.5070    5488   854  1430  4058  
   53  408.7385 167.7787    5282   206  1584  3698  
   54  410.6396 167.4371    4971   311  1714  3257  
   55  408.1513 165.7690    4220   751  2208  2012  
   56  408.0220 164.3444    4185    35  2067  2118  
   57  402.5191 165.9270    5967  1782  1355  4612  
   58  403.6913 165.3518    5744   223  1387  4357  
   59  404.4217 166.6576    5157   587  1700  3457  
   60  405.8558 163.8431    6721  1564  2414  4307  
   61  407.5533 166.9969    5336  1385  2376  2960  
   62  410.4374 166.5153    4826   510  1910  2916  
   63  409.5723 164.1999    4952   126  1380  3572  
   64  410.5014 166.6382    4410   542   737  3673  
   65  410.0468 166.9259    6777  2367  1660  5117  
   66  411.5608 166.6968    5284  1493  1441  3843  
   67  411.8809 169.3908    5932   648  1195  4737  
   68  416.0005 169.6173    4412  1520  1476  2936  
   69  415.2137 169.6685    6357  1945  1736  4621  
   70  411.2887 168.0178    4912  1445  1669  3243  
   71  409.9500 165.4042    4635   277  1811  2824  
   72  408.4614 164.7343    6184  1549  1161  5023  
   73  410.5600 167.5511    6419   235  2054  4365  
   74  408.0002 166.0008    6206   213  1663  4543  
   75  405.9984 166.0000    5612   594  1365  4247  
   76  399.5470 167.7247    5009   603  1834  3175  
   77  400.4453 172.6537    4129   880  1246  2883  
   78  399.3584 172.2531    4535   406  1995  2540  
   79  402.9211 167.8600    5889  1354  1977  3912  
   80  400.8343 168.9149    5853    36  1991  3862  
   81  402.3676 166.5242    4765  1088  1128  3637  
   82  402.1221 163.8754    4903   138  1648  3255  
   83  408.7987 169.5985    7287  2384  1899  5388  
   84  404.6868 162.0640    4784  2503  1589  3195  
   85  404.0645 161.0409    4843    59  1247  3596  
   86  404.8883 161.5874    5160   317  1742  3418  
   87  407.3900 161.9613    4688   472  1603  3085  
   88  402.0516 158.3881    4137   551  1600  2537  
   89  401.5994 161.7985    3742   395  1540  2202  
   90  398.6418 162.9766    4615   873  1493  3122  
   91  399.3271 164.1533    4434   181  1740  2694  
   92  402.2012 165.6004    3877   557  2463  1414  
   93  397.3197 164.7925    5425  1548  1115  4310  
   94  396.4651 159.1320    4244  1181  1396  2848  
   95  391.8189 155.4585    3685   559  1705  1980  
   96  387.7995 151.6003    2913   772  1547  1366  
   97  387.1149 150.5647    4635  1722  2051  2584  
   98  387.1021 148.6724    4695    60  1410  3285  
   99  380.8598 147.6040    3547  1148  1667  1880  
