   53  241.4774 379.6396    5746     0  2506  3240  
   54  242.8605 379.7090    4734  1012  4125   609  
   55  241.6387 381.5034    4935   201  1777  3158  
   56  242.5783 382.4043    6041  1106  2745  3296  
   57  238.2770 388.7319    6357   316  1796  4561  
   58  234.7028 393.8590    6183   174  1729  4454  
   59  234.1605 400.3419    6237    54  2558  3679  
   60  233.4737 402.8263    5102  1135  2847  2255  
   61  233.0310 406.3706    5507   405  2267  3240  
   62  231.8490 408.2718    6528  1021  2530  3998  
   63  230.3679 405.4011    5479  1049  2093  3386  
   64  228.4884 406.0676    4535   944  2265  2270  
   65  225.4152 399.7161    5026   491  1986  3040  
   66  223.0602 394.8625    6056  1030  2088  3968  
   67  218.3929 391.9092    4987  1069  2070  2917  
   68  222.3217 393.3369    5941   954  1643  4298  
   69  223.3675 392.0162    5097   844  2133  2964  
   70  224.6827 395.0413    5910   813  2315  3595  
   71  225.9777 395.9424    6075   165  2368  3707  
   72  223.3178 396.0407    6899   824  1484  5415  
   73  224.9499 396.4035    6697   202  1371  5326  
   74  225.0213 393.7684    6300   397  1508  4792  
   75  222.5044 393.8208    4319  1981  1852  2467  
   76  218.3389 392.4528    5317   998  1724  3593  
   77  217.5586 388.6035    5532   215  2123  3409  
   78  221.4895 387.1157    5229   303  2158  3071  
   79  225.6844 384.7441    6572  1343  2359  4213  
   80  230.6535 386.5827    5079  1493  1829  3250  
   81  231.2161 384.1376    5371   292  1780  3591  
   82  229.4254 385.2662    5656   285  2380  3276  
   83  227.6187 385.6781    4944   712  2564  2380  
   84  223.7484 380.3609    5376   432  1539  3837  
   85  224.1432 377.9287    4513   863  2183  2330  
   86  216.6580 379.6153    7106  2593  2373  4733  
   87  218.1638 382.6377    3892  3214  1927  1965  
   88  220.0032 379.0010    5399  1507  1710  3689  
   89  218.8770 382.3874    6549  1150  2075  4474  
   90  217.5419 381.6469    5497  1052  1698  3799  
   91  220.1102 382.6473    5108   389  2039  3069  
   92  218.4746 383.8061    5855   747  2076  3779  
   93  219.1139 387.9520    6385   530  1969  4416  
   94  217.5313 386.9245    5260  1125  1601  3659  
   95  219.1070 390.5982    4128  1132  2023  2105  
   96  221.7727 389.9739    4091    37  2401  1690  
   97  221.7181 392.9091    4092     1  1716  2376  
   98  217.4766 394.4450    5648  1556  2065  3583  
   99  218.0923 392.9323    5031   617  1605  3426  
