   25  195.3381 148.1114   12893     0  2464 10429  
   26  192.2895 143.1223   11062  1831  2074  8988  
   27  195.2467 139.2482    8396  2666  1744  6652  
   28  203.5996 139.8006   11374  2978  2624  8750  
   29  197.7964 138.6003   10533   841  2250  8283  
   30  203.3748 140.7491    8210  2323  2032  6178  
   31  203.9861 143.6196    7433   777  2292  5141  
   32  204.2813 143.4472    6620   813  1506  5114  
   33  204.1381 145.6850    7465   845  2085  5380  
   34  199.2564 149.4140    5732  1733  1764  3968  
   35  200.5952 152.1361    6184   452  2737  3447  
   36  200.9264 154.0531    5849   335  1630  4219  
   37  193.5022 155.1141   15043  9194  1874 13169  
   38  196.7331 156.2499    8417  6626  1796  6621  
   39  204.6267 160.4357    4929  3488  1682  3247  
   40  202.7971 161.2879    5327   398  2202  3125  
   41  202.6329 153.0152    6225   898  1903  4322  
   42  201.3756 150.6363    7697  1472  2984  4713  
   43  201.9121 147.8407    7580   117  2367  5213  
   44  207.0442 144.3684    6086  1494  1390  4696  
   45  205.7066 138.8222    6576   490  1410  5166  
   46  204.9255 142.9475    4989  1587  1638  3351  
   47  199.4826 146.2765    8611  3622  2427  6184  
   48  200.8766 143.5444    7566  1045  2248  5318  
   49  201.6537 139.7607    5939  1627  2878  3061  
   50  199.3656 140.8443    3919  2020  2849  1070  
   51  200.8044 140.8600    5205  1286  1310  3895  
   52  203.7607 140.9539    6469  1264  1442  5027  
   53  206.1688 141.4699    6010   459  1923  4087  
   54  206.0289 139.8288    5466   544  2023  3443  
   55  208.7356 141.4865    6179   713  1351  4828  
   56  209.5546 139.7106    4881  1298  2051  2830  
   57  211.3015 143.0447    4941    60  1594  3347  
   58  214.8028 141.6142    6071  1130  1219  4852  
   59  217.2770 143.6245    5826   245  1667  4159  
   60  212.3624 144.6098    5763    63  1583  4180  
   61  213.4074 145.5829    5259   504  1852  3407  
   62  214.7519 145.3249    5005   254  1464  3541  
   63  217.9557 147.2893    5262   257  1475  3787  
   64  215.1656 143.9838    5301    39  1749  3552  
   65  213.5663 142.4867    5416   115  1611  3805  
   66  210.9879 144.9492    6390   974  1629  4761  
   67  210.4608 146.4117    5889   501  1384  4505  
   68  212.2652 145.6662    5904    15  2052  3852  
   69  212.4651 139.7794    4711  1193  1383  3328  
   70  215.6204 139.6948    5044   333  1076  3968  
   71  217.1007 143.2836    4301   743  1163  3138  
   72  219.0213 146.8501    5107   806  1906  3201  
   73  223.0839 142.0883    4905   202  1882  3023  
   74  225.4998 141.4982    8192  3287  1830  6362  
   75  222.0135 138.9322    7343   849  2258  5085  
   76  225.1652 132.0480    6356   987  1254  5102  
   77  224.6176 131.4151    5611   745  1626  3985  
   78  225.0159 132.3088    6967  1356  1575  5392  
   79  218.6160 134.7508    4842  2125   925  3917  
   80  216.2816 138.1880    5871  1029  1678  4193  
   81  214.6099 142.6889    5085   786  1767  3318  
